employee_id,company_id,country,industry,company_size,employment_type,role,years_experience,years_at_company,remote_ratio,total_comp_usd
E044519,C013,CA,EdTech,Large,Full-time,Senior Software Engineer,11,7,75,127512.5
E044520,C011,FR,FinTech,Startup,Full-time,Data Engineer,12,10,25,65304.35
E044521,C021,DE,Cloud,Enterprise,Full-time,Software Engineer,11,4,100,160109.78
E044522,C052,IN,AI,Enterprise,Contract,Product Manager,2,2,100,43026.06
E044523,C095,DE,FinTech,Startup,Full-time,Data Engineer,3,3,100,119402.17
E044524,C098,FR,Cybersecurity,Large,Full-time,DevOps Engineer,3,1,100,83061.96
E044525,C091,CA,Consulting,Startup,Full-time,Software Engineer,10,1,100,65176.47
E044526,C076,NL,Consulting,Large,Full-time,Product Manager,8,7,100,162030.43
E044527,C046,UK,Telecom,Large,Full-time,Data Engineer,3,3,100,149739.24
E044528,C078,SG,Consulting,Enterprise,Full-time,Software Engineer,7,7,100,105997.04
E044529,C027,US,E-commerce,Enterprise,Full-time,Engineering Manager,10,5,75,332001.0
E044530,C067,CA,Cybersecurity,Mid,Full-time,Software Engineer,10,5,100,92812.5
E044531,C001,DE,E-commerce,Mid,Full-time,Data Engineer,13,9,0,119983.7
E044532,C091,FR,Consulting,Large,Full-time,DevOps Engineer,12,8,0,80570.65
E044533,C098,NL,Gaming,Mid,Full-time,Data Engineer,19,1,50,100680.43
E044534,C074,US,Consulting,Mid,Full-time,Software Engineer,14,8,100,270927.0
E044535,C018,US,Telecom,Large,Full-time,ML Engineer,17,10,100,161924.0
E044536,C026,AE,Cloud,Large,Full-time,Security Engineer,5,0,75,98904.9
E044537,C074,ES,Cybersecurity,Enterprise,Full-time,Software Engineer,13,10,100,107289.13
E044538,C050,IN,EdTech,Enterprise,Full-time,ML Engineer,4,4,100,33012.01
E044539,C055,IN,AI,Mid,Full-time,Data Scientist,3,3,100,30969.76
E044540,C041,IN,FinTech,Enterprise,Full-time,Software Engineer,9,5,25,50417.33
E044541,C084,NL,FinTech,Large,Full-time,Data Engineer,2,2,100,148238.04
E044542,C017,US,Consulting,Startup,Full-time,ML Engineer,6,3,75,111989.0
E044543,C045,UK,Telecom,Large,Full-time,DevOps Engineer,10,2,100,194407.59
E044544,C023,US,E-commerce,Mid,Full-time,ML Engineer,13,1,100,270359.0
E044545,C070,NL,Cybersecurity,Mid,Full-time,Engineering Manager,3,3,50,113768.48
E044546,C029,FR,FinTech,Startup,Full-time,Data Scientist,8,8,100,78233.7
E044547,C030,ES,Cloud,Enterprise,Full-time,Security Engineer,10,9,100,74269.57
E044548,C018,AE,FinTech,Mid,Full-time,ML Engineer,11,0,100,123698.09
E044549,C087,US,Telecom,Startup,Full-time,Product Manager,1,1,0,192298.0
E044550,C022,DE,AI,Enterprise,Contract,Data Scientist,10,9,100,118472.83
E044551,C087,US,Cybersecurity,Enterprise,Contract,Security Engineer,5,1,50,214127.0
E044552,C092,IN,Telecom,Startup,Full-time,Data Engineer,3,3,0,19512.18
E044553,C097,SG,Telecom,Enterprise,Full-time,Data Scientist,15,2,50,216686.67
E044554,C035,IN,HealthTech,Large,Contract,Product Manager,14,3,50,83611.64
E044555,C066,IN,Cloud,Mid,Full-time,DevOps Engineer,18,6,50,42263.14
E044556,C083,UK,Telecom,Startup,Full-time,Software Engineer,7,7,0,141120.25
E044557,C008,IN,EdTech,Enterprise,Full-time,Software Engineer,9,5,100,37157.65
E044558,C007,FR,Cybersecurity,Enterprise,Full-time,Senior Software Engineer,10,3,100,163038.04
E044559,C021,US,FinTech,Enterprise,Full-time,Data Engineer,2,0,75,194026.0
E044560,C099,NL,HealthTech,Enterprise,Full-time,Security Engineer,17,10,0,236808.7
E044561,C009,NL,FinTech,Mid,Full-time,Senior Software Engineer,18,9,50,182065.22
E044562,C077,US,Telecom,Mid,Full-time,Senior Software Engineer,1,1,100,130633.0
E044563,C084,FR,HealthTech,Mid,Full-time,Product Manager,17,1,75,168076.09
E044564,C091,SG,EdTech,Large,Full-time,Software Engineer,16,10,100,98857.04
E044565,C053,NL,AI,Startup,Full-time,QA Engineer,13,4,100,91068.48
E044566,C053,US,Telecom,Enterprise,Full-time,Data Engineer,5,2,25,140285.0
E044567,C075,DE,Consulting,Enterprise,Full-time,Senior Software Engineer,4,4,0,141243.48
E044568,C064,US,Gaming,Enterprise,Full-time,Product Manager,19,6,100,307413.0
E044569,C079,NL,E-commerce,Mid,Full-time,Software Engineer,7,0,50,153647.83
E044570,C037,CA,FinTech,Startup,Full-time,QA Engineer,2,2,100,83973.53
E044571,C094,SG,Telecom,Enterprise,Full-time,Software Engineer,14,10,100,205108.15
E044572,C044,SG,AI,Enterprise,Full-time,ML Engineer,0,0,50,96056.3
E044573,C025,ES,Gaming,Enterprise,Full-time,Data Engineer,14,3,100,105647.83
E044574,C076,NL,Consulting,Large,Full-time,Product Manager,1,1,50,139020.65
E044575,C063,IN,HealthTech,Startup,Full-time,QA Engineer,18,2,75,54756.47
E044576,C005,NL,Cloud,Large,Full-time,Software Engineer,19,0,100,121846.74
E044577,C017,US,AI,Large,Full-time,Data Scientist,15,3,0,215196.0
E044578,C004,CA,HealthTech,Mid,Full-time,Product Manager,19,5,100,143125.74
E044579,C058,NL,FinTech,Mid,Full-time,Product Manager,9,6,25,158421.74
E044580,C088,CA,Cybersecurity,Enterprise,Full-time,QA Engineer,12,2,75,112617.65
E044581,C033,IN,E-commerce,Enterprise,Full-time,Software Engineer,9,1,0,43157.52
E044582,C012,FR,Gaming,Mid,Full-time,Data Scientist,12,5,100,114031.52
E044583,C086,NL,Cybersecurity,Startup,Full-time,Product Manager,5,2,100,130142.39
E044584,C073,CA,Cloud,Enterprise,Full-time,Senior Software Engineer,19,5,100,179469.12
E044585,C055,IN,Consulting,Large,Full-time,Product Manager,20,7,100,71686.93
E044586,C020,IN,Gaming,Startup,Full-time,Senior Software Engineer,1,0,50,40137.83
E044587,C068,US,E-commerce,Startup,Full-time,Software Engineer,2,2,0,76351.0
E044588,C037,FR,AI,Mid,Contract,QA Engineer,20,9,75,90689.13
E044589,C025,UK,FinTech,Mid,Full-time,Product Manager,16,2,100,192596.2
E044590,C030,US,Cybersecurity,Mid,Full-time,DevOps Engineer,5,5,75,123017.0
E044591,C007,AE,Telecom,Startup,Contract,Data Engineer,4,4,50,150936.24
E044592,C050,US,Cybersecurity,Mid,Full-time,Security Engineer,7,0,100,159841.0
E044593,C076,IN,E-commerce,Mid,Full-time,Data Scientist,12,6,50,71087.29
E044594,C083,IN,AI,Mid,Full-time,QA Engineer,18,6,100,35271.55
E044595,C073,UK,Consulting,Large,Full-time,Senior Software Engineer,5,4,0,203411.39
E044596,C088,FR,AI,Mid,Full-time,ML Engineer,7,6,50,110283.7
E044597,C097,FR,Cybersecurity,Startup,Full-time,Security Engineer,16,5,50,90063.04
E044598,C023,DE,E-commerce,Enterprise,Full-time,Senior Software Engineer,17,9,75,150959.78
E044599,C044,AE,HealthTech,Startup,Full-time,Security Engineer,18,8,50,212017.44
E044600,C034,NL,AI,Mid,Full-time,Data Engineer,17,9,100,162798.91
E044601,C069,UK,Telecom,Mid,Full-time,Security Engineer,9,0,0,194998.73
E044602,C084,US,Telecom,Mid,Full-time,Senior Software Engineer,11,3,75,257976.0
E044603,C089,DE,Gaming,Large,Full-time,Data Engineer,16,7,100,194564.13
E044604,C009,US,FinTech,Large,Full-time,Data Scientist,18,10,100,259114.0
E044605,C052,IN,EdTech,Mid,Full-time,Software Engineer,17,6,50,54175.77
E044606,C012,CA,Cybersecurity,Large,Full-time,Software Engineer,11,4,100,77426.47
E044607,C033,CA,Gaming,Enterprise,Full-time,ML Engineer,0,0,0,88069.85
E044608,C048,IN,FinTech,Mid,Full-time,Product Manager,4,2,0,41560.93
E044609,C062,DE,Consulting,Mid,Full-time,DevOps Engineer,19,5,0,111016.3
E044610,C080,IN,AI,Enterprise,Full-time,Data Scientist,1,1,50,37958.83
E044611,C100,AE,HealthTech,Startup,Full-time,Security Engineer,1,1,100,126826.43
E044612,C034,CA,Cloud,Mid,Full-time,Data Scientist,4,3,50,79289.71
E044613,C056,AE,Gaming,Large,Full-time,Software Engineer,1,1,100,136623.71
E044614,C007,UK,Telecom,Enterprise,Full-time,Engineering Manager,14,3,100,410006.33
E044615,C012,US,Telecom,Enterprise,Full-time,DevOps Engineer,8,7,0,171751.0
E044616,C097,US,Telecom,Enterprise,Full-time,Data Scientist,15,2,100,222902.0
E044617,C094,NL,AI,Mid,Full-time,QA Engineer,7,5,50,95586.96
E044618,C094,US,FinTech,Startup,Full-time,Security Engineer,20,6,100,331727.0
E044619,C027,CA,EdTech,Large,Full-time,QA Engineer,16,8,50,92422.79
E044620,C066,US,Cybersecurity,Startup,Full-time,DevOps Engineer,11,8,100,183074.0
E044621,C023,US,Cloud,Large,Full-time,Software Engineer,17,1,100,208951.0
E044622,C069,US,Cloud,Enterprise,Full-time,Software Engineer,6,6,75,224050.0
E044623,C049,FR,FinTech,Mid,Full-time,Senior Software Engineer,4,4,25,116563.04
E044624,C094,US,Gaming,Startup,Full-time,ML Engineer,17,10,100,275135.0
E044625,C038,UK,AI,Enterprise,Full-time,QA Engineer,20,8,0,144484.81
E044626,C065,NL,EdTech,Large,Full-time,QA Engineer,7,7,0,79706.52
E044627,C066,NL,AI,Large,Contract,ML Engineer,7,6,0,104331.52
E044628,C079,NL,Cybersecurity,Startup,Full-time,QA Engineer,12,1,0,93800.0
E044629,C006,DE,HealthTech,Enterprise,Full-time,Software Engineer,18,9,0,93940.22
E044630,C047,ES,EdTech,Enterprise,Full-time,Data Engineer,18,9,100,103921.74
E044631,C046,DE,Consulting,Large,Full-time,Software Engineer,0,0,0,68133.7
E044632,C023,US,AI,Enterprise,Full-time,Data Scientist,2,2,100,190484.0
E044633,C081,DE,EdTech,Enterprise,Full-time,Senior Software Engineer,8,8,0,189716.3
E044634,C084,DE,E-commerce,Mid,Full-time,Data Scientist,16,0,100,117911.96
E044635,C009,UK,Cloud,Enterprise,Full-time,Data Engineer,15,10,50,253586.08
E044636,C069,FR,E-commerce,Mid,Full-time,DevOps Engineer,11,5,25,102190.22
E044637,C087,CA,AI,Startup,Full-time,Data Scientist,18,4,100,123362.5
E044638,C029,SG,Consulting,Enterprise,Full-time,Product Manager,1,0,25,137568.15
E044639,C064,SG,E-commerce,Enterprise,Full-time,Engineering Manager,12,6,50,234125.19
E044640,C063,CA,Cloud,Large,Full-time,Software Engineer,4,4,75,104164.71
E044641,C002,FR,Cybersecurity,Mid,Full-time,Data Scientist,6,4,75,92560.87
E044642,C082,US,AI,Large,Full-time,Software Engineer,13,9,50,164813.0
E044643,C076,DE,Gaming,Large,Full-time,Security Engineer,6,0,0,133677.17
E044644,C028,AE,Gaming,Large,Full-time,Product Manager,17,7,0,144970.03
E044645,C032,AE,Gaming,Large,Full-time,Product Manager,18,4,100,221824.25
E044646,C077,IN,EdTech,Mid,Full-time,Product Manager,5,5,100,64418.49
E044647,C081,ES,HealthTech,Startup,Full-time,Software Engineer,6,1,0,51358.7
E044648,C008,AE,Consulting,Startup,Full-time,Data Engineer,11,8,0,103359.4
E044649,C036,SG,FinTech,Mid,Full-time,Senior Software Engineer,4,1,100,249022.22
E044650,C063,US,AI,Large,Full-time,ML Engineer,19,5,75,272334.0
E044651,C013,US,Gaming,Enterprise,Full-time,DevOps Engineer,5,5,0,151374.0
E044652,C100,IN,Cybersecurity,Large,Full-time,Software Engineer,18,4,100,35760.75
E044653,C021,IN,FinTech,Mid,Full-time,ML Engineer,3,3,0,42878.31
E044654,C087,UK,EdTech,Mid,Contract,Security Engineer,13,1,100,157416.46
E044655,C007,SG,Cloud,Startup,Contract,Engineering Manager,1,1,75,155703.7
E044656,C088,ES,EdTech,Mid,Full-time,Software Engineer,8,2,0,61147.83
E044657,C005,DE,AI,Mid,Full-time,Software Engineer,2,2,100,83756.52
E044658,C069,IN,HealthTech,Enterprise,Full-time,Software Engineer,12,6,50,42624.66
E044659,C037,US,FinTech,Mid,Full-time,Senior Software Engineer,19,9,75,200082.0
E044660,C047,US,AI,Startup,Full-time,Engineering Manager,8,6,0,361093.0
E044661,C011,US,Consulting,Startup,Full-time,Security Engineer,12,2,50,220633.0
E044662,C068,US,EdTech,Large,Full-time,Data Scientist,4,4,100,191135.0
E044663,C063,US,Telecom,Large,Full-time,Software Engineer,12,5,100,185075.0
E044664,C033,US,AI,Startup,Full-time,DevOps Engineer,9,8,100,146587.0
E044665,C048,FR,Cybersecurity,Enterprise,Contract,Data Engineer,15,3,0,131940.22
E044666,C056,ES,Cloud,Mid,Full-time,Product Manager,8,1,0,82829.35
E044667,C069,FR,HealthTech,Mid,Full-time,Engineering Manager,14,1,50,170234.78
E044668,C054,SG,Cybersecurity,Mid,Contract,Data Scientist,20,6,100,145015.56
E044669,C006,NL,Cybersecurity,Startup,Full-time,Software Engineer,8,7,0,101082.61
E044670,C055,US,Cybersecurity,Startup,Full-time,Senior Software Engineer,0,0,50,237715.0
E044671,C035,IN,Telecom,Enterprise,Full-time,Product Manager,9,2,50,47934.12
E044672,C042,AE,HealthTech,Mid,Full-time,Senior Software Engineer,1,1,100,132474.93
E044673,C038,IN,Consulting,Mid,Full-time,ML Engineer,10,6,50,41525.1
E044674,C036,FR,AI,Large,Full-time,Data Scientist,12,4,25,105439.13
E044675,C024,US,Consulting,Enterprise,Full-time,Senior Software Engineer,5,5,0,229848.0
E044676,C034,CA,HealthTech,Mid,Full-time,Data Engineer,13,0,75,151589.71
E044677,C072,IN,Gaming,Mid,Full-time,QA Engineer,13,1,100,35464.47
E044678,C023,UK,Cybersecurity,Enterprise,Full-time,Software Engineer,1,1,0,155943.04
E044679,C076,IN,EdTech,Large,Full-time,QA Engineer,6,6,0,41443.93
E044680,C044,IN,AI,Mid,Contract,Software Engineer,9,7,0,39448.51
E044681,C062,NL,EdTech,Enterprise,Full-time,Software Engineer,9,3,50,134141.3
E044682,C012,CA,E-commerce,Large,Full-time,Data Engineer,15,1,100,110997.06
E044683,C021,NL,Consulting,Startup,Full-time,ML Engineer,2,2,75,114994.57
E044684,C091,IN,EdTech,Enterprise,Full-time,Senior Software Engineer,10,3,100,54561.2
E044685,C084,DE,AI,Startup,Full-time,Data Engineer,8,7,0,86269.57
E044686,C007,US,Cloud,Enterprise,Contract,DevOps Engineer,2,1,50,136323.0
E044687,C091,CA,Gaming,Large,Full-time,Security Engineer,5,0,0,71873.53
E044688,C084,IN,E-commerce,Enterprise,Full-time,Security Engineer,6,6,100,60537.73
E044689,C014,IN,EdTech,Mid,Full-time,ML Engineer,18,2,100,79746.57
E044690,C025,IN,Gaming,Enterprise,Full-time,DevOps Engineer,8,8,75,31531.48
E044691,C018,US,Cybersecurity,Enterprise,Full-time,DevOps Engineer,20,9,0,168677.0
E044692,C086,IN,EdTech,Enterprise,Full-time,Data Engineer,14,0,100,83765.49
E044693,C086,FR,FinTech,Large,Full-time,Data Engineer,9,9,50,105689.13
E044694,C073,ES,Cybersecurity,Startup,Full-time,ML Engineer,7,6,100,93108.7
E044695,C026,US,Consulting,Mid,Full-time,ML Engineer,16,6,25,215101.0
E044696,C093,DE,AI,Large,Full-time,Data Engineer,6,6,100,118354.35
E044697,C085,CA,Consulting,Startup,Contract,Data Scientist,20,0,50,123263.24
E044698,C088,CA,HealthTech,Startup,Full-time,Software Engineer,11,3,100,169696.32
E044699,C036,US,Cybersecurity,Large,Full-time,Senior Software Engineer,8,8,0,255370.0
E044700,C071,ES,HealthTech,Large,Full-time,Senior Software Engineer,4,4,100,99558.7
E044701,C068,AE,HealthTech,Mid,Full-time,Senior Software Engineer,2,0,100,209197.0
E044702,C016,IN,Telecom,Large,Full-time,Product Manager,2,2,100,34297.16
E044703,C059,UK,AI,Enterprise,Full-time,Data Scientist,15,9,100,201208.86
E044704,C055,SG,EdTech,Large,Full-time,Data Scientist,13,0,100,162860.74
E044705,C059,SG,Cloud,Startup,Full-time,Software Engineer,6,6,100,168142.96
E044706,C034,UK,E-commerce,Large,Full-time,Software Engineer,7,6,100,187121.52
E044707,C067,IN,AI,Enterprise,Full-time,QA Engineer,2,2,0,30652.31
E044708,C089,DE,Telecom,Enterprise,Full-time,ML Engineer,12,0,100,223796.74
E044709,C061,IN,Gaming,Large,Full-time,Data Scientist,10,9,100,55472.39
E044710,C088,IN,Gaming,Large,Full-time,Senior Software Engineer,12,7,100,72007.23
E044711,C078,ES,E-commerce,Mid,Full-time,Senior Software Engineer,19,6,75,89714.13
E044712,C032,IN,AI,Startup,Contract,Senior Software Engineer,5,5,0,35218.98
E044713,C074,AE,Cloud,Startup,Contract,Senior Software Engineer,13,0,25,162736.24
E044714,C068,AE,FinTech,Large,Full-time,Data Scientist,17,7,0,154262.94
E044715,C095,US,Cloud,Enterprise,Full-time,ML Engineer,4,1,50,212980.0
E044716,C034,SG,FinTech,Startup,Full-time,ML Engineer,9,4,100,133077.78
E044717,C017,NL,HealthTech,Enterprise,Full-time,Software Engineer,20,9,25,143260.87
E044718,C068,DE,FinTech,Mid,Full-time,ML Engineer,10,5,100,153783.7
E044719,C064,FR,Telecom,Enterprise,Full-time,Senior Software Engineer,3,3,100,54008.7
E044720,C062,NL,Telecom,Mid,Full-time,Software Engineer,16,6,0,103091.3
E044721,C074,IN,HealthTech,Mid,Full-time,Product Manager,15,2,75,51779.3
E044722,C052,IN,Cloud,Mid,Full-time,Security Engineer,18,2,100,47094.76
E044723,C004,ES,Cloud,Startup,Full-time,Data Scientist,19,1,100,70275.0
E044724,C088,ES,FinTech,Enterprise,Contract,Software Engineer,12,1,50,65225.0
E044725,C028,US,FinTech,Mid,Full-time,Product Manager,16,8,100,206510.0
E044726,C025,UK,HealthTech,Enterprise,Full-time,Software Engineer,8,7,100,144339.24
E044727,C082,SG,Cloud,Large,Full-time,Product Manager,13,7,0,126829.63
E044728,C080,NL,FinTech,Large,Full-time,Product Manager,5,2,75,161122.83
E044729,C051,US,Telecom,Large,Full-time,Data Engineer,15,6,0,212140.0
E044730,C069,DE,EdTech,Enterprise,Full-time,QA Engineer,20,8,25,121075.0
E044731,C009,DE,HealthTech,Startup,Full-time,QA Engineer,8,7,25,95163.04
E044732,C029,ES,E-commerce,Enterprise,Full-time,QA Engineer,2,0,50,84692.39
E044733,C025,CA,FinTech,Mid,Full-time,Data Engineer,8,6,75,83863.24
E044734,C043,AE,HealthTech,Mid,Full-time,Senior Software Engineer,16,5,100,164131.34
E044735,C036,IN,Gaming,Mid,Full-time,Data Scientist,3,3,0,27618.59
E044736,C007,FR,E-commerce,Enterprise,Full-time,Software Engineer,2,1,100,82392.39
E044737,C069,IN,Telecom,Large,Full-time,QA Engineer,0,0,0,37249.75
E044738,C060,DE,Consulting,Large,Full-time,Data Scientist,1,1,0,83395.65
E044739,C038,US,Telecom,Enterprise,Full-time,Senior Software Engineer,3,2,100,210383.0
E044740,C089,US,Cloud,Startup,Full-time,Data Engineer,16,8,50,261774.0
E044741,C037,CA,AI,Mid,Full-time,Software Engineer,16,10,25,179908.82
E044742,C012,IN,EdTech,Mid,Full-time,Engineering Manager,0,0,50,41905.58
E044743,C085,US,HealthTech,Mid,Full-time,Data Engineer,5,5,100,173871.0
E044744,C014,US,E-commerce,Mid,Full-time,Product Manager,1,1,50,265013.0
E044745,C008,CA,AI,Enterprise,Full-time,Software Engineer,11,0,75,125781.62
E044746,C048,CA,Gaming,Large,Contract,QA Engineer,19,10,100,117342.65
E044747,C058,US,Gaming,Large,Full-time,Senior Software Engineer,17,4,75,299464.0
E044748,C029,IN,Cybersecurity,Large,Full-time,Software Engineer,16,10,50,53679.82
E044749,C084,AE,Cloud,Mid,Full-time,Senior Software Engineer,13,10,100,170322.34
E044750,C028,US,Cloud,Mid,Full-time,Security Engineer,8,7,0,176905.0
E044751,C097,IN,Gaming,Large,Full-time,Data Scientist,3,3,75,40813.3
E044752,C064,DE,Gaming,Large,Full-time,Software Engineer,3,3,50,103722.83
E044753,C019,SG,AI,Startup,Full-time,Software Engineer,17,8,100,115440.74
E044754,C042,UK,FinTech,Enterprise,Full-time,Senior Software Engineer,11,1,0,285775.95
E044755,C008,AE,FinTech,Mid,Full-time,Data Scientist,11,7,0,91969.75
E044756,C085,DE,Cybersecurity,Mid,Full-time,ML Engineer,2,2,100,112241.3
E044757,C065,IN,AI,Mid,Full-time,Data Scientist,0,0,25,36391.51
E044758,C043,CA,Cybersecurity,Large,Full-time,Software Engineer,16,3,100,115198.53
E044759,C068,UK,Cloud,Startup,Full-time,Security Engineer,20,1,100,235193.67
E044760,C062,IN,AI,Startup,Full-time,Senior Software Engineer,11,1,0,57487.8
E044761,C060,FR,Gaming,Enterprise,Full-time,ML Engineer,5,5,100,108914.13
E044762,C040,FR,E-commerce,Large,Full-time,Software Engineer,14,4,25,121093.48
E044763,C036,SG,AI,Large,Full-time,Software Engineer,5,5,25,102842.96
E044764,C026,UK,FinTech,Mid,Full-time,Engineering Manager,9,7,100,249960.76
E044765,C079,US,Cybersecurity,Mid,Full-time,Senior Software Engineer,1,1,25,142563.0
E044766,C048,US,Gaming,Large,Full-time,Senior Software Engineer,17,10,0,349006.0
E044767,C047,NL,Consulting,Startup,Full-time,Senior Software Engineer,2,2,0,128164.13
E044768,C073,SG,HealthTech,Startup,Full-time,DevOps Engineer,11,5,100,171840.74
E044769,C054,SG,FinTech,Large,Full-time,Data Scientist,16,4,100,136934.81
E044770,C096,IN,HealthTech,Mid,Full-time,DevOps Engineer,6,4,25,41637.39
E044771,C025,IN,Cloud,Enterprise,Full-time,Product Manager,1,1,100,58572.57
E044772,C005,US,AI,Startup,Full-time,Software Engineer,5,5,50,196503.0
E044773,C043,DE,Telecom,Large,Full-time,ML Engineer,3,3,0,93123.91
E044774,C054,CA,EdTech,Mid,Contract,Software Engineer,2,1,75,72369.85
E044775,C083,NL,HealthTech,Startup,Full-time,ML Engineer,6,0,100,147069.57
E044776,C064,IN,FinTech,Enterprise,Full-time,Engineering Manager,14,7,0,82661.54
E044777,C094,ES,Cybersecurity,Mid,Full-time,Data Engineer,0,0,100,52747.83
E044778,C009,UK,EdTech,Startup,Full-time,DevOps Engineer,7,4,100,174160.76
E044779,C054,US,Gaming,Mid,Full-time,ML Engineer,12,0,50,213387.0
E044780,C083,NL,AI,Mid,Full-time,ML Engineer,15,8,0,109084.78
E044781,C051,US,E-commerce,Enterprise,Full-time,Software Engineer,3,3,0,205344.0
E044782,C028,IN,Telecom,Large,Full-time,Software Engineer,10,9,50,48708.27
E044783,C077,NL,Telecom,Mid,Full-time,Data Engineer,8,8,100,121046.74
E044784,C088,SG,FinTech,Startup,Full-time,Senior Software Engineer,12,6,75,200287.41
E044785,C026,US,Telecom,Mid,Full-time,Software Engineer,4,4,100,168763.0
E044786,C056,NL,FinTech,Mid,Full-time,DevOps Engineer,3,3,75,102817.39
E044787,C081,DE,E-commerce,Startup,Full-time,Software Engineer,2,1,100,104086.96
E044788,C016,ES,E-commerce,Enterprise,Full-time,Software Engineer,19,6,100,57090.22
E044789,C002,SG,HealthTech,Large,Contract,QA Engineer,0,0,100,48495.56
E044790,C074,NL,HealthTech,Mid,Full-time,Data Scientist,16,0,100,163154.35
E044791,C076,US,HealthTech,Mid,Full-time,Data Engineer,17,4,75,248731.0
E044792,C016,US,Gaming,Mid,Full-time,Data Scientist,3,3,50,121562.0
E044793,C060,NL,Consulting,Mid,Full-time,Senior Software Engineer,8,5,0,157027.17
E044794,C073,IN,Telecom,Enterprise,Full-time,QA Engineer,14,1,100,53860.59
E044795,C097,IN,E-commerce,Large,Full-time,Data Scientist,8,8,0,47745.66
E044796,C081,US,Cloud,Startup,Full-time,ML Engineer,3,3,25,151978.0
E044797,C022,IN,FinTech,Startup,Full-time,QA Engineer,8,0,75,31105.51
E044798,C058,CA,Telecom,Enterprise,Full-time,Data Engineer,13,4,50,123213.24
E044799,C074,AE,Gaming,Large,Full-time,Product Manager,18,9,0,150460.76
E044800,C028,FR,Gaming,Mid,Full-time,Software Engineer,16,7,0,82780.43
E044801,C017,US,EdTech,Startup,Full-time,Data Engineer,19,4,100,168845.0
E044802,C044,UK,HealthTech,Startup,Full-time,DevOps Engineer,4,4,0,125177.22
E044803,C072,IN,Gaming,Large,Full-time,Senior Software Engineer,17,0,25,52080.16
E044804,C053,IN,E-commerce,Large,Full-time,Senior Software Engineer,16,6,100,78507.11
E044805,C061,US,FinTech,Large,Full-time,QA Engineer,17,4,100,183252.0
E044806,C067,US,Cloud,Large,Full-time,QA Engineer,20,1,75,220968.0
E044807,C096,CA,E-commerce,Startup,Full-time,Senior Software Engineer,7,4,100,177601.47
E044808,C064,AE,E-commerce,Startup,Full-time,Software Engineer,11,5,100,88400.0
E044809,C014,CA,Cloud,Startup,Full-time,Data Scientist,19,9,25,131716.18
E044810,C041,NL,Telecom,Mid,Full-time,Data Engineer,19,10,0,113327.17
E044811,C017,NL,AI,Mid,Full-time,Engineering Manager,19,4,0,169798.91
E044812,C076,US,AI,Large,Contract,ML Engineer,18,3,75,228076.0
E044813,C100,IN,Cybersecurity,Enterprise,Full-time,QA Engineer,9,4,50,34327.41
E044814,C078,IN,Gaming,Large,Full-time,Senior Software Engineer,13,0,75,79805.81
E044815,C025,DE,FinTech,Mid,Full-time,Data Engineer,12,3,100,102125.0
E044816,C070,SG,Cloud,Mid,Full-time,Software Engineer,15,2,100,161033.33
E044817,C003,US,E-commerce,Large,Full-time,Security Engineer,17,0,50,239674.0
E044818,C028,IN,HealthTech,Enterprise,Full-time,QA Engineer,14,10,50,47107.17
E044819,C031,NL,E-commerce,Startup,Contract,Software Engineer,3,3,0,84793.48
E044820,C047,AE,Cloud,Startup,Full-time,Data Engineer,11,5,25,106241.69
E044821,C033,ES,AI,Large,Full-time,Software Engineer,8,4,75,121210.87
E044822,C044,CA,Gaming,Startup,Full-time,Software Engineer,14,6,100,154531.62
E044823,C001,NL,FinTech,Enterprise,Full-time,Senior Software Engineer,3,3,0,141450.0
E044824,C082,US,Telecom,Large,Full-time,Product Manager,14,0,100,297063.0
E044825,C040,US,AI,Mid,Full-time,Software Engineer,19,7,50,194177.0
E044826,C081,DE,E-commerce,Mid,Full-time,DevOps Engineer,20,5,100,133917.39
E044827,C006,US,E-commerce,Mid,Full-time,Data Engineer,15,1,50,200497.0
E044828,C087,US,Cybersecurity,Startup,Full-time,Software Engineer,17,0,75,192896.0
E044829,C063,FR,AI,Enterprise,Full-time,Software Engineer,10,7,0,101025.0
E044830,C024,IN,EdTech,Mid,Full-time,QA Engineer,9,9,0,31432.29
E044831,C076,SG,E-commerce,Mid,Full-time,ML Engineer,0,0,0,105072.59
E044832,C075,NL,Gaming,Enterprise,Full-time,Software Engineer,15,6,100,183446.74
E044833,C073,ES,Cybersecurity,Large,Full-time,Product Manager,6,6,100,139284.78
E044834,C088,NL,Telecom,Enterprise,Full-time,Software Engineer,16,4,0,136206.52
E044835,C096,IN,E-commerce,Large,Full-time,Software Engineer,13,0,0,49970.16
E044836,C017,US,Cloud,Enterprise,Full-time,DevOps Engineer,16,10,50,182644.0
E044837,C029,IN,EdTech,Enterprise,Contract,Software Engineer,5,4,50,43744.93
E044838,C004,IN,E-commerce,Enterprise,Full-time,Product Manager,8,4,25,43033.07
E044839,C007,IN,HealthTech,Large,Full-time,DevOps Engineer,15,8,0,61809.08
E044840,C011,ES,HealthTech,Large,Full-time,Software Engineer,16,0,50,73447.83
E044841,C070,IN,Cloud,Mid,Full-time,Security Engineer,16,1,100,58833.75
E044842,C061,AE,Cloud,Mid,Full-time,Data Scientist,14,3,100,141359.67
E044843,C004,ES,Cloud,Mid,Full-time,Product Manager,7,1,50,87513.04
E044844,C043,ES,EdTech,Enterprise,Full-time,Product Manager,0,0,0,98190.22
